Sex,Country,Year,Age_Group_5yr,Population
Male,Bahrain,1987,0-4,31.656499999999998
Male,Bahrain,1988,0-4,33.0455
Male,Bahrain,1989,0-4,34.208
Male,Bahrain,1990,0-4,35.013000000000005
Male,Bahrain,1991,0-4,35.3095
Male,Bahrain,1992,0-4,35.1685
Male,Bahrain,1993,0-4,34.9725
Male,Bahrain,1994,0-4,34.983
Male,Bahrain,1995,0-4,35.2195
Male,Bahrain,1996,0-4,35.589999999999996
Male,Bahrain,1997,0-4,35.892
Male,Bahrain,1998,0-4,36.03
Male,Bahrain,1999,0-4,36.002
Male,Bahrain,2000,0-4,35.7435
Male,Bahrain,2001,0-4,35.4685
Male,Bahrain,2002,0-4,35.626000000000005
Male,Bahrain,2003,0-4,36.364000000000004
Male,Bahrain,2004,0-4,37.597
Male,Bahrain,2005,0-4,39.2085
Male,Bahrain,2006,0-4,40.997
Male,Bahrain,2007,0-4,42.7545
Male,Bahrain,2008,0-4,44.2505
Male,Bahrain,2009,0-4,44.995000000000005
Male,Bahrain,2010,0-4,45.499
Male,Bahrain,2011,0-4,45.8035
Male,Bahrain,2012,0-4,45.7805
Male,Bahrain,2013,0-4,47.465
Male,Bahrain,2014,0-4,50.8965
Male,Bahrain,2015,0-4,52.873
Male,Bahrain,2016,0-4,53.363
Male,Bahrain,2017,0-4,54.337999999999994
Male,Bahrain,2018,0-4,54.4375
Male,Bahrain,2019,0-4,53.2155
Male,Bahrain,2020,0-4,51.421
Male,Bahrain,2021,0-4,49.851
Male,Bahrain,2022,0-4,48.80799999999999
Male,Bahrain,2023,0-4,48.2015
Male,Iraq,1950,0-4,453.928
Male,Iraq,1951,0-4,465.454
Male,Iraq,1952,0-4,486.61400000000003
Male,Iraq,1953,0-4,511.8025
Male,Iraq,1954,0-4,535.735
Male,Iraq,1955,0-4,553.1135
Male,Iraq,1956,0-4,562.428
Male,Iraq,1957,0-4,555.643
Male,Iraq,1958,0-4,533.8509999999999
Male,Iraq,1959,0-4,519.1940000000001
Male,Iraq,1960,0-4,517.3585
Male,Iraq,1961,0-4,527.5825
Male,Iraq,1962,0-4,568.7094999999999
Male,Iraq,1963,0-4,635.092
Male,Iraq,1964,0-4,697.4685
Male,Iraq,1965,0-4,756.817
Male,Iraq,1966,0-4,812.924
Male,Iraq,1967,0-4,852.8215
Male,Iraq,1968,0-4,881.6890000000001
Male,Iraq,1969,0-4,912.483
Male,Iraq,1970,0-4,944.9805
Male,Iraq,1971,0-4,978.336
Male,Iraq,1972,0-4,1012.258
Male,Iraq,1973,0-4,1045.967
Male,Iraq,1974,0-4,1078.3484999999998
Male,Iraq,1975,0-4,1109.314
Male,Iraq,1976,0-4,1138.7
Male,Iraq,1977,0-4,1167.5390000000002
Male,Iraq,1978,0-4,1196.367
Male,Iraq,1979,0-4,1223.233
Male,Iraq,1980,0-4,1250.4005
Male,Iraq,1981,0-4,1278.1419999999998
Male,Iraq,1982,0-4,1305.7060000000001
Male,Iraq,1983,0-4,1337.3300000000002
Male,Iraq,1984,0-4,1373.524
Male,Iraq,1985,0-4,1401.714
Male,Iraq,1986,0-4,1431.4955
Male,Iraq,1987,0-4,1466.3085
Male,Iraq,1988,0-4,1496.9465
Male,Iraq,1989,0-4,1533.85
Male,Iraq,1990,0-4,1551.003
Male,Iraq,1991,0-4,1569.9165
Male,Iraq,1992,0-4,1622.7884999999999
Male,Iraq,1993,0-4,1707.5734999999997
Male,Iraq,1994,0-4,1790.7869999999998
Male,Iraq,1995,0-4,1844.0794999999998
Male,Iraq,1996,0-4,1888.8565
Male,Iraq,1997,0-4,1930.109
Male,Iraq,1998,0-4,1973.3719999999998
Male,Iraq,1999,0-4,2020.3225
Male,Iraq,2000,0-4,2070.2025
Male,Iraq,2001,0-4,2117.2844999999998
Male,Iraq,2002,0-4,2162.6935
Male,Iraq,2003,0-4,2202.913
Male,Iraq,2004,0-4,2240.7885
Male,Iraq,2005,0-4,2283.1995
Male,Iraq,2006,0-4,2280.9675
Male,Iraq,2007,0-4,2251.75
Male,Iraq,2008,0-4,2289.7135
Male,Iraq,2009,0-4,2369.4049999999997
Male,Iraq,2010,0-4,2449.3345
Male,Iraq,2011,0-4,2552.014
Male,Iraq,2012,0-4,2689.7775
Male,Iraq,2013,0-4,2833.545
Male,Iraq,2014,0-4,2935.4685000000004
Male,Iraq,2015,0-4,2988.3175000000006
Male,Iraq,2016,0-4,2989.8559999999998
Male,Iraq,2017,0-4,2952.032
Male,Iraq,2018,0-4,2904.4755
Male,Iraq,2019,0-4,2857.572
Male,Iraq,2020,0-4,2824.119
Male,Iraq,2021,0-4,2814.65
Male,Iraq,2022,0-4,2827.197
Male,Iraq,2023,0-4,2850.7374999999997
Male,Israel,1950,0-4,95.94200000000001
Male,Israel,1951,0-4,105.3495
Male,Israel,1952,0-4,112.64399999999999
Male,Israel,1953,0-4,117.44700000000002
Male,Israel,1954,0-4,119.76950000000001
Male,Israel,1955,0-4,120.4065
Male,Israel,1956,0-4,120.2385
Male,Israel,1957,0-4,119.496
Male,Israel,1958,0-4,118.2185
Male,Israel,1959,0-4,116.461
Male,Israel,1960,0-4,114.0115
Male,Israel,1961,0-4,114.4125
Male,Israel,1962,0-4,120.662
Male,Israel,1963,0-4,129.5985
Male,Israel,1964,0-4,138.7765
Male,Israel,1965,0-4,148.055
Male,Israel,1966,0-4,156.29899999999998
Male,Israel,1967,0-4,162.7635
Male,Israel,1968,0-4,168.42600000000002
Male,Israel,1969,0-4,174.03500000000003
Male,Israel,1970,0-4,179.7235
Male,Israel,1971,0-4,185.46300000000002
Male,Israel,1972,0-4,191.8705
Male,Israel,1973,0-4,199.1845
Male,Israel,1974,0-4,206.3125
Male,Israel,1975,0-4,212.487
Male,Israel,1976,0-4,217.986
Male,Israel,1977,0-4,222.83800000000002
Male,Israel,1978,0-4,226.337
Male,Israel,1979,0-4,228.541
Male,Israel,1980,0-4,229.6975
Male,Israel,1981,0-4,229.30200000000002
Male,Israel,1982,0-4,229.07849999999996
Male,Israel,1983,0-4,231.424
Male,Israel,1984,0-4,235.4645
Male,Israel,1985,0-4,238.954
Male,Israel,1986,0-4,241.74100000000004
Male,Israel,1987,0-4,244.0195
Male,Israel,1988,0-4,245.456
Male,Israel,1989,0-4,246.64550000000003
Male,Israel,1990,0-4,251.052
Male,Israel,1991,0-4,258.368
Male,Israel,1992,0-4,264.5845
Male,Israel,1993,0-4,269.71500000000003
Male,Israel,1994,0-4,275.1775
Male,Israel,1995,0-4,281.57050000000004
Male,Israel,1996,0-4,288.2445
Male,Israel,1997,0-4,294.6865
Male,Israel,1998,0-4,301.5255
Male,Israel,1999,0-4,309.236
Male,Israel,2000,0-4,317.57649999999995
Male,Israel,2001,0-4,325.24100000000004
Male,Israel,2002,0-4,331.49899999999997
Male,Israel,2003,0-4,337.608
Male,Israel,2004,0-4,343.8735
Male,Israel,2005,0-4,348.82899999999995
Male,Israel,2006,0-4,353.5835
Male,Israel,2007,0-4,359.63399999999996
Male,Israel,2008,0-4,365.25600000000003
Male,Israel,2009,0-4,371.88649999999996
Male,Israel,2010,0-4,381.76699999999994
Male,Israel,2011,0-4,391.969
Male,Israel,2012,0-4,401.27900000000005
Male,Israel,2013,0-4,410.3075
Male,Israel,2014,0-4,418.4995
Male,Israel,2015,0-4,425.85100000000006
Male,Israel,2016,0-4,433.02150000000006
Male,Israel,2017,0-4,439.62100000000004
Male,Israel,2018,0-4,445.0025
Male,Israel,2019,0-4,448.4375
Male,Israel,2020,0-4,448.803
Male,Israel,2021,0-4,449.22950000000003
Male,Israel,2022,0-4,450.22499999999997
Male,Israel,2023,0-4,448.98350000000005
Male,Jordan,1950,0-4,38.247
Male,Jordan,1951,0-4,41.723000000000006
Male,Jordan,1952,0-4,45.556
Male,Jordan,1953,0-4,49.6585
Male,Jordan,1954,0-4,54.1635
Male,Jordan,1955,0-4,59.057
Male,Jordan,1956,0-4,64.1825
Male,Jordan,1957,0-4,69.5615
Male,Jordan,1958,0-4,75.1415
Male,Jordan,1959,0-4,80.827
Male,Jordan,1960,0-4,86.5145
Male,Jordan,1961,0-4,92.139
Male,Jordan,1962,0-4,97.72749999999999
Male,Jordan,1963,0-4,103.461
Male,Jordan,1964,0-4,109.8735
Male,Jordan,1965,0-4,117.482
Male,Jordan,1966,0-4,126.4105
Male,Jordan,1967,0-4,136.61399999999998
Male,Jordan,1968,0-4,147.6235
Male,Jordan,1969,0-4,158.3885
Male,Jordan,1970,0-4,168.0035
Male,Jordan,1971,0-4,176.162
Male,Jordan,1972,0-4,182.9835
Male,Jordan,1973,0-4,188.83350000000002
Male,Jordan,1974,0-4,194.13600000000002
Male,Jordan,1975,0-4,199.16049999999998
Male,Jordan,1976,0-4,203.8115
Male,Jordan,1977,0-4,208.336
Male,Jordan,1978,0-4,213.042
Male,Jordan,1979,0-4,218.1515
Male,Jordan,1980,0-4,224.13299999999998
Male,Jordan,1981,0-4,231.0455
Male,Jordan,1982,0-4,238.669
Male,Jordan,1983,0-4,246.9405
Male,Jordan,1984,0-4,255.67649999999998
Male,Jordan,1985,0-4,264.798
Male,Jordan,1986,0-4,274.422
Male,Jordan,1987,0-4,284.32099999999997
Male,Jordan,1988,0-4,294.33050000000003
Male,Jordan,1989,0-4,304.6295
Male,Jordan,1990,0-4,314.9565
Male,Jordan,1991,0-4,326.1535
Male,Jordan,1992,0-4,339.145
Male,Jordan,1993,0-4,353.5125
Male,Jordan,1994,0-4,368.9905
Male,Jordan,1995,0-4,385.09799999999996
Male,Jordan,1996,0-4,397.793
Male,Jordan,1997,0-4,404.97950000000003
Male,Jordan,1998,0-4,407.84950000000003
Male,Jordan,1999,0-4,406.68899999999996
Male,Jordan,2000,0-4,402.7434999999999
Male,Jordan,2001,0-4,397.7165
Male,Jordan,2002,0-4,394.17549999999994
Male,Jordan,2003,0-4,394.0865
Male,Jordan,2004,0-4,396.87050000000005
Male,Jordan,2005,0-4,400.73750000000007
Male,Jordan,2006,0-4,422.77000000000004
Male,Jordan,2007,0-4,447.118
Male,Jordan,2008,0-4,457.70500000000004
Male,Jordan,2009,0-4,469.36699999999996
Male,Jordan,2010,0-4,482.5505
Male,Jordan,2011,0-4,496.57
Male,Jordan,2012,0-4,501.5704999999999
Male,Jordan,2013,0-4,522.1985
Male,Jordan,2014,0-4,567.5355
Male,Jordan,2015,0-4,603.802
Male,Jordan,2016,0-4,616.0535
Male,Jordan,2017,0-4,613.203
Male,Jordan,2018,0-4,609.7175
Male,Jordan,2019,0-4,604.201
Male,Jordan,2020,0-4,599.289
Male,Jordan,2021,0-4,598.1585
Male,Jordan,2022,0-4,596.5815
Male,Jordan,2023,0-4,594.7935
Male,Kuwait,1950,0-4,12.355
Male,Kuwait,1951,0-4,12.9725
Male,Kuwait,1952,0-4,13.601
Male,Kuwait,1953,0-4,14.2335
Male,Kuwait,1954,0-4,14.910999999999998
Male,Kuwait,1955,0-4,15.717500000000001
Male,Kuwait,1956,0-4,16.8645
Male,Kuwait,1957,0-4,18.453
Male,Kuwait,1958,0-4,21.0325
Male,Kuwait,1959,0-4,24.485500000000002
Male,Kuwait,1960,0-4,28.1045
Male,Kuwait,1961,0-4,31.785000000000004
Male,Kuwait,1962,0-4,35.442
Male,Kuwait,1963,0-4,39.2555
Male,Kuwait,1964,0-4,43.285000000000004
Male,Kuwait,1965,0-4,47.50900000000001
Male,Kuwait,1966,0-4,52.4045
Male,Kuwait,1967,0-4,58.0845
Male,Kuwait,1968,0-4,64.17500000000001
Male,Kuwait,1969,0-4,70.40899999999999
Male,Kuwait,1970,0-4,76.234
Male,Kuwait,1971,0-4,81.10149999999999
Male,Kuwait,1972,0-4,85.4365
Male,Kuwait,1973,0-4,89.86450000000002
Male,Kuwait,1974,0-4,94.40350000000001
Male,Kuwait,1975,0-4,99.3095
Male,Kuwait,1976,0-4,104.09400000000001
Male,Kuwait,1977,0-4,108.4845
Male,Kuwait,1978,0-4,112.90549999999999
Male,Kuwait,1979,0-4,117.259
Male,Kuwait,1980,0-4,121.40950000000001
Male,Kuwait,1981,0-4,125.12
Male,Kuwait,1982,0-4,128.706
Male,Kuwait,1983,0-4,132.534
Male,Kuwait,1984,0-4,136.103
Male,Kuwait,1985,0-4,138.928
Male,Kuwait,1986,0-4,141.3085
Male,Kuwait,1987,0-4,142.9225
Male,Kuwait,1988,0-4,143.226
Male,Kuwait,1989,0-4,142.649
Male,Kuwait,1990,0-4,103.208
Male,Kuwait,1991,0-4,77.139
Male,Kuwait,1992,0-4,91.3055
Male,Kuwait,1993,0-4,96.3175
Male,Kuwait,1994,0-4,103.76150000000001
Male,Kuwait,1995,0-4,107.43
Male,Kuwait,1996,0-4,106.6115
Male,Kuwait,1997,0-4,105.445
Male,Kuwait,1998,0-4,105.0735
Male,Kuwait,1999,0-4,105.154
Male,Kuwait,2000,0-4,105.25399999999999
Male,Kuwait,2001,0-4,105.044
Male,Kuwait,2002,0-4,104.395
Male,Kuwait,2003,0-4,103.22449999999999
Male,Kuwait,2004,0-4,101.3765
Male,Kuwait,2005,0-4,102.458
Male,Kuwait,2006,0-4,108.424
Male,Kuwait,2007,0-4,115.7815
Male,Kuwait,2008,0-4,122.607
Male,Kuwait,2009,0-4,128.521
Male,Kuwait,2010,0-4,135.0335
Male,Kuwait,2011,0-4,141.797
Male,Kuwait,2012,0-4,148.64000000000001
Male,Kuwait,2013,0-4,156.2015
Male,Kuwait,2014,0-4,164.1345
Male,Kuwait,2015,0-4,165.92149999999998
Male,Kuwait,2016,0-4,163.611
Male,Kuwait,2017,0-4,163.209
Male,Kuwait,2018,0-4,161.5175
Male,Kuwait,2019,0-4,155.39450000000002
Male,Kuwait,2020,0-4,144.67249999999999
Male,Kuwait,2021,0-4,139.25900000000001
Male,Kuwait,2022,0-4,137.9865
Male,Kuwait,2023,0-4,134.77700000000002
Male,Lebanon,1950,0-4,95.4395
Male,Lebanon,1951,0-4,105.95750000000001
Male,Lebanon,1952,0-4,116.089
Male,Lebanon,1953,0-4,125.505
Male,Lebanon,1954,0-4,134.1135
Male,Lebanon,1955,0-4,140.217
Male,Lebanon,1956,0-4,144.2175
Male,Lebanon,1957,0-4,148.286
Male,Lebanon,1958,0-4,152.3365
Male,Lebanon,1959,0-4,156.415
Male,Lebanon,1960,0-4,160.5755
Male,Lebanon,1961,0-4,164.96
Male,Lebanon,1962,0-4,169.535
Male,Lebanon,1963,0-4,174.046
Male,Lebanon,1964,0-4,178.0835
Male,Lebanon,1965,0-4,181.23449999999997
Male,Lebanon,1966,0-4,183.75349999999997
Male,Lebanon,1967,0-4,185.572
Male,Lebanon,1968,0-4,186.971
Male,Lebanon,1969,0-4,188.311
Male,Lebanon,1970,0-4,189.4495
Male,Lebanon,1971,0-4,191.0405
Male,Lebanon,1972,0-4,193.1635
Male,Lebanon,1973,0-4,195.584
Male,Lebanon,1974,0-4,198.213
Male,Lebanon,1975,0-4,200.992
Male,Lebanon,1976,0-4,200.988
Male,Lebanon,1977,0-4,200.9505
Male,Lebanon,1978,0-4,203.98000000000002
Male,Lebanon,1979,0-4,207.3965
Male,Lebanon,1980,0-4,211.81999999999996
Male,Lebanon,1981,0-4,216.94849999999997
Male,Lebanon,1982,0-4,219.7655
Male,Lebanon,1983,0-4,221.6845
Male,Lebanon,1984,0-4,225.30349999999999
Male,Lebanon,1985,0-4,228.8185
Male,Lebanon,1986,0-4,232.845
Male,Lebanon,1987,0-4,236.3225
Male,Lebanon,1988,0-4,238.15049999999997
Male,Lebanon,1989,0-4,240.437
Male,Lebanon,1990,0-4,243.02550000000002
Male,Lebanon,1991,0-4,245.01250000000002
Male,Lebanon,1992,0-4,245.83700000000002
Male,Lebanon,1993,0-4,244.649
Male,Lebanon,1994,0-4,241.26749999999998
Male,Lebanon,1995,0-4,236.798
Male,Lebanon,1996,0-4,232.738
Male,Lebanon,1997,0-4,229.59000000000003
Male,Lebanon,1998,0-4,227.5635
Male,Lebanon,1999,0-4,226.96550000000002
Male,Lebanon,2000,0-4,227.62800000000001
Male,Lebanon,2001,0-4,228.776
Male,Lebanon,2002,0-4,229.17299999999997
Male,Lebanon,2003,0-4,229.03
Male,Lebanon,2004,0-4,228.61599999999999
Male,Lebanon,2005,0-4,227.0825
Male,Lebanon,2006,0-4,225.22050000000002
Male,Lebanon,2007,0-4,223.765
Male,Lebanon,2008,0-4,222.0285
Male,Lebanon,2009,0-4,220.8725
Male,Lebanon,2010,0-4,221.3705
Male,Lebanon,2011,0-4,224.693
Male,Lebanon,2012,0-4,233.525
Male,Lebanon,2013,0-4,260.011
Male,Lebanon,2014,0-4,291.509
Male,Lebanon,2015,0-4,304.368
Male,Lebanon,2016,0-4,303.5105
Male,Lebanon,2017,0-4,295.196
Male,Lebanon,2018,0-4,281.3565
Male,Lebanon,2019,0-4,263.2455
Male,Lebanon,2020,0-4,248.585
Male,Lebanon,2021,0-4,240.56799999999998
Male,Lebanon,2022,0-4,235.185
Male,Lebanon,2023,0-4,232.51999999999998
Male,Oman,1950,0-4,39.025
Male,Oman,1951,0-4,38.399
Male,Oman,1952,0-4,38.0155
Male,Oman,1953,0-4,38.413999999999994
Male,Oman,1954,0-4,39.546
Male,Oman,1955,0-4,40.644999999999996
Male,Oman,1956,0-4,41.612
Male,Oman,1957,0-4,42.6595
Male,Oman,1958,0-4,43.817499999999995
Male,Oman,1959,0-4,45.1025
Male,Oman,1960,0-4,46.515499999999996
Male,Oman,1961,0-4,48.038
Male,Oman,1962,0-4,49.660000000000004
Male,Oman,1963,0-4,51.3685
Male,Oman,1964,0-4,53.15899999999999
Male,Oman,1965,0-4,55.023500000000006
Male,Oman,1966,0-4,56.95349999999999
Male,Oman,1967,0-4,58.958
Male,Oman,1968,0-4,61.028
Male,Oman,1969,0-4,63.147
Male,Oman,1970,0-4,65.3045
Male,Oman,1971,0-4,67.52250000000001
Male,Oman,1972,0-4,69.821
Male,Oman,1973,0-4,72.222
Male,Oman,1974,0-4,74.884
Male,Oman,1975,0-4,78.00699999999999
Male,Oman,1976,0-4,81.6645
Male,Oman,1977,0-4,85.9285
Male,Oman,1978,0-4,90.90899999999999
Male,Oman,1979,0-4,96.65499999999999
Male,Oman,1980,0-4,103.029
Male,Oman,1981,0-4,109.9095
Male,Oman,1982,0-4,117.1405
Male,Oman,1983,0-4,124.46700000000001
Male,Oman,1984,0-4,131.727
Male,Oman,1985,0-4,138.4165
Male,Oman,1986,0-4,143.6115
Male,Oman,1987,0-4,147.154
Male,Oman,1988,0-4,149.5445
Male,Oman,1989,0-4,151.098
Male,Oman,1990,0-4,151.9185
Male,Oman,1991,0-4,152.16049999999998
Male,Oman,1992,0-4,151.8705
Male,Oman,1993,0-4,150.7825
Male,Oman,1994,0-4,150.2955
Male,Oman,1995,0-4,150.4755
Male,Oman,1996,0-4,149.70100000000002
Male,Oman,1997,0-4,147.87
Male,Oman,1998,0-4,145.3625
Male,Oman,1999,0-4,142.175
Male,Oman,2000,0-4,138.738
Male,Oman,2001,0-4,136.133
Male,Oman,2002,0-4,134.47650000000002
Male,Oman,2003,0-4,132.94
Male,Oman,2004,0-4,131.8645
Male,Oman,2005,0-4,131.9925
Male,Oman,2006,0-4,133.106
Male,Oman,2007,0-4,135.244
Male,Oman,2008,0-4,138.48250000000002
Male,Oman,2009,0-4,142.65650000000002
Male,Oman,2010,0-4,148.0665
Male,Oman,2011,0-4,157.17350000000002
Male,Oman,2012,0-4,166.86950000000002
Male,Oman,2013,0-4,175.7675
Male,Oman,2014,0-4,185.8505
Male,Oman,2015,0-4,195.57199999999997
Male,Oman,2016,0-4,204.3035
Male,Oman,2017,0-4,212.6475
Male,Oman,2018,0-4,219.3375
Male,Oman,2019,0-4,223.603
Male,Oman,2020,0-4,224.0805
Male,Oman,2021,0-4,223.091
Male,Oman,2022,0-4,221.835
Male,Oman,2023,0-4,217.8845
Male,Qatar,1950,0-4,2.217
Male,Qatar,1951,0-4,2.333
Male,Qatar,1952,0-4,2.4484999999999997
Male,Qatar,1953,0-4,2.5505
Male,Qatar,1954,0-4,2.6425
Male,Qatar,1955,0-4,2.7325
Male,Qatar,1956,0-4,2.8205
Male,Qatar,1957,0-4,2.9165
Male,Qatar,1958,0-4,3.0235000000000003
Male,Qatar,1959,0-4,3.1485
Male,Qatar,1960,0-4,3.3085
Male,Qatar,1961,0-4,3.5305000000000004
Male,Qatar,1962,0-4,3.846
Male,Qatar,1963,0-4,4.2725
Male,Qatar,1964,0-4,4.817
Male,Qatar,1965,0-4,5.481999999999999
Male,Qatar,1966,0-4,6.2635
Male,Qatar,1967,0-4,7.140000000000001
Male,Qatar,1968,0-4,8.087
Male,Qatar,1969,0-4,9.0945
Male,Qatar,1970,0-4,10.2175
Male,Qatar,1971,0-4,11.2845
Male,Qatar,1972,0-4,12.120000000000001
Male,Qatar,1973,0-4,12.817
Male,Qatar,1974,0-4,13.4415
Male,Qatar,1975,0-4,14.012500000000001
Male,Qatar,1976,0-4,14.5815
Male,Qatar,1977,0-4,15.2225
Male,Qatar,1978,0-4,15.9485
Male,Qatar,1979,0-4,16.765
Male,Qatar,1980,0-4,17.673
Male,Qatar,1981,0-4,18.655
Male,Qatar,1982,0-4,19.657
Male,Qatar,1983,0-4,20.579
Male,Qatar,1984,0-4,21.287
Male,Qatar,1985,0-4,21.719
Male,Qatar,1986,0-4,22.009999999999998
Male,Qatar,1987,0-4,22.354
Male,Qatar,1988,0-4,22.8325
Male,Qatar,1989,0-4,23.465500000000002
Male,Qatar,1990,0-4,24.2025
Male,Qatar,1991,0-4,24.876
Male,Qatar,1992,0-4,25.426000000000002
Male,Qatar,1993,0-4,25.8955
Male,Qatar,1994,0-4,26.256
Male,Qatar,1995,0-4,26.458999999999996
Male,Qatar,1996,0-4,26.445
Male,Qatar,1997,0-4,26.416
